key;app;id;idversion_init;idversion_end;file;begin_line;end_line;rule;ruleset;package;class;function;priority;violation;violation_nonumbers;version_init;version_end;date_init;date_end;diff;censored
69;phpmyadmin;9349;109;141;libraries\phpseclib\Crypt\Base.php;121;1984;ExcessiveClassLength;Code Size Rules;Crypt_Base;Crypt_Base;;3;The class Crypt_Base has 1864 lines of code. Current threshold is 1000. Avoid really long classes.;The class Crypt_Base has  lines of code. Current threshold is . Avoid really long classes.;4.3.0;4.4.14;2014-12-05;2015-08-20;258;1
70;phpmyadmin;9796;141;163;libraries\phpseclib\Crypt\Base.php;48;2497;ExcessiveClassLength;Code Size Rules;phpseclib\Crypt;Base;;3;The class Base has 2450 lines of code. Current threshold is 1000. Avoid really long classes.;The class Base has  lines of code. Current threshold is . Avoid really long classes.;4.4.14;4.7.0;2015-08-20;2017-03-29;587;1
71;phpmyadmin;10003;144;154;libraries\controllers\DatabaseStructureController.class.php;30;1062;ExcessiveClassLength;Code Size Rules;PMA\Controllers;DatabaseStructureController;;3;The class DatabaseStructureController has 1033 lines of code. Current threshold is 1000. Avoid really long classes.;The class DatabaseStructureController has  lines of code. Current threshold is . Avoid really long classes.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
72;phpmyadmin;10075;144;154;libraries\controllers\TableSearchController.class.php;27;1225;ExcessiveClassLength;Code Size Rules;PMA\Controllers\Table;TableSearchController;;3;The class TableSearchController has 1199 lines of code. Current threshold is 1000. Avoid really long classes.;The class TableSearchController has  lines of code. Current threshold is . Avoid really long classes.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
73;phpmyadmin;10113;144;154;libraries\controllers\TableStructureController.class.php;36;1252;ExcessiveClassLength;Code Size Rules;PMA\Controllers;TableStructureController;;3;The class TableStructureController has 1217 lines of code. Current threshold is 1000. Avoid really long classes.;The class TableStructureController has  lines of code. Current threshold is . Avoid really long classes.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
74;phpmyadmin;10383;153;154;test\classes\PMA_Config_test.php;27;1101;ExcessiveClassLength;Code Size Rules;PhpMyAdmin-test;PMA_ConfigTest;;3;The class PMA_ConfigTest has 1075 lines of code. Current threshold is 1000. Avoid really long classes.;The class PMA_ConfigTest has  lines of code. Current threshold is . Avoid really long classes.;4.5.5.1;4.6.0;2016-02-29;2016-03-22;22;1
75;phpmyadmin;10400;153;154;test\classes\PMA_DisplayResults_test.php;29;1598;ExcessiveClassLength;Code Size Rules;PhpMyAdmin-test;PMA_DisplayResults_Test;;3;The class PMA_DisplayResults_Test has 1570 lines of code. Current threshold is 1000. Avoid really long classes.;The class PMA_DisplayResults_Test has  lines of code. Current threshold is . Avoid really long classes.;4.5.5.1;4.6.0;2016-02-29;2016-03-22;22;1
76;phpmyadmin;10442;153;154;test\classes\PMA_Table_test.php;27;1118;ExcessiveClassLength;Code Size Rules;PhpMyAdmin-test;PMA_Table_Test;;3;The class PMA_Table_Test has 1092 lines of code. Current threshold is 1000. Avoid really long classes.;The class PMA_Table_Test has  lines of code. Current threshold is . Avoid really long classes.;4.5.5.1;4.6.0;2016-02-29;2016-03-22;22;1
77;phpmyadmin;10598;153;154;test\classes\plugin\auth\PMA_AuthenticationCookie_test.php;30;1034;ExcessiveClassLength;Code Size Rules;PhpMyAdmin-test;PMA_AuthenticationCookie_Test;;3;The class PMA_AuthenticationCookie_Test has 1005 lines of code. Current threshold is 1000. Avoid really long classes.;The class PMA_AuthenticationCookie_Test has  lines of code. Current threshold is . Avoid really long classes.;4.5.5.1;4.6.0;2016-02-29;2016-03-22;22;1
78;phpmyadmin;10629;153;154;test\classes\plugin\export\PMA_ExportOdt_test.php;26;1103;ExcessiveClassLength;Code Size Rules;PhpMyAdmin-test;PMA_ExportOdt_Test;;3;The class PMA_ExportOdt_Test has 1078 lines of code. Current threshold is 1000. Avoid really long classes.;The class PMA_ExportOdt_Test has  lines of code. Current threshold is . Avoid really long classes.;4.5.5.1;4.6.0;2016-02-29;2016-03-22;22;1
79;phpmyadmin;10711;153;163;test\libraries\PMA_insert_edit_test.php;35;3099;ExcessiveClassLength;Code Size Rules;PhpMyAdmin-test;PMA_InsertEditTest;;3;The class PMA_InsertEditTest has 3065 lines of code. Current threshold is 1000. Avoid really long classes.;The class PMA_InsertEditTest has  lines of code. Current threshold is . Avoid really long classes.;4.5.5.1;4.7.0;2016-02-29;2017-03-29;394;1
80;phpmyadmin;10762;153;163;test\libraries\PMA_server_privileges_test.php;33;2416;ExcessiveClassLength;Code Size Rules;PhpMyAdmin-test;PMA_ServerPrivileges_Test;;3;The class PMA_ServerPrivileges_Test has 2384 lines of code. Current threshold is 1000. Avoid really long classes.;The class PMA_ServerPrivileges_Test has  lines of code. Current threshold is . Avoid really long classes.;4.5.5.1;4.7.0;2016-02-29;2017-03-29;394;1
81;phpmyadmin;10976;154;172;libraries\Config.php;22;1673;ExcessiveClassLength;Code Size Rules;PMA\libraries;Config;;3;The class Config has 1652 lines of code. Current threshold is 1000. Avoid really long classes.;The class Config has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.8.0;2016-03-22;2018-04-07;746;1
82;phpmyadmin;11017;154;172;libraries\DatabaseInterface.php;21;2807;ExcessiveClassLength;Code Size Rules;PMA\libraries;DatabaseInterface;;3;The class DatabaseInterface has 2787 lines of code. Current threshold is 1000. Avoid really long classes.;The class DatabaseInterface has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.8.0;2016-03-22;2018-04-07;746;1
83;phpmyadmin;11102;154;172;libraries\DbQbe.php;15;1980;ExcessiveClassLength;Code Size Rules;PMA\libraries;DbQbe;;3;The class DbQbe has 1966 lines of code. Current threshold is 1000. Avoid really long classes.;The class DbQbe has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.8.0;2016-03-22;2018-04-07;746;1
84;phpmyadmin;11156;154;172;libraries\DisplayResults.php;22;5831;ExcessiveClassLength;Code Size Rules;PMA\libraries;DisplayResults;;3;The class DisplayResults has 5810 lines of code. Current threshold is 1000. Avoid really long classes.;The class DisplayResults has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.8.0;2016-03-22;2018-04-07;746;1
85;phpmyadmin;11572;154;172;libraries\Table.php;23;2424;ExcessiveClassLength;Code Size Rules;PMA\libraries;Table;;3;The class Table has 2402 lines of code. Current threshold is 1000. Avoid really long classes.;The class Table has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.8.0;2016-03-22;2018-04-07;746;1
86;phpmyadmin;11722;154;172;libraries\Util.php;27;4993;ExcessiveClassLength;Code Size Rules;PMA\libraries;Util;;3;The class Util has 4967 lines of code. Current threshold is 1000. Avoid really long classes.;The class Util has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.8.0;2016-03-22;2018-04-07;746;1
87;phpmyadmin;11979;154;172;libraries\controllers\database\DatabaseStructureController.php;31;1080;ExcessiveClassLength;Code Size Rules;PMA\libraries\controllers\database;DatabaseStructureController;;3;The class DatabaseStructureController has 1050 lines of code. Current threshold is 1000. Avoid really long classes.;The class DatabaseStructureController has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.8.0;2016-03-22;2018-04-07;746;1
88;phpmyadmin;12038;154;172;libraries\controllers\server\ServerVariablesController.php;22;2519;ExcessiveClassLength;Code Size Rules;PMA\libraries\controllers\server;ServerVariablesController;;3;The class ServerVariablesController has 2498 lines of code. Current threshold is 1000. Avoid really long classes.;The class ServerVariablesController has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.8.0;2016-03-22;2018-04-07;746;1
89;phpmyadmin;12086;154;172;libraries\controllers\table\TableSearchController.php;25;1201;ExcessiveClassLength;Code Size Rules;PMA\libraries\controllers\table;TableSearchController;;3;The class TableSearchController has 1177 lines of code. Current threshold is 1000. Avoid really long classes.;The class TableSearchController has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.8.0;2016-03-22;2018-04-07;746;1
90;phpmyadmin;12120;154;172;libraries\controllers\table\TableStructureController.php;36;1479;ExcessiveClassLength;Code Size Rules;PMA\libraries\controllers\table;TableStructureController;;3;The class TableStructureController has 1444 lines of code. Current threshold is 1000. Avoid really long classes.;The class TableStructureController has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.8.0;2016-03-22;2018-04-07;746;1
91;phpmyadmin;12405;154;172;libraries\navigation\NavigationTree.php;24;1560;ExcessiveClassLength;Code Size Rules;PMA\libraries\navigation;NavigationTree;;3;The class NavigationTree has 1537 lines of code. Current threshold is 1000. Avoid really long classes.;The class NavigationTree has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.8.0;2016-03-22;2018-04-07;746;1
92;phpmyadmin;13345;154;163;test\classes\DisplayResultsTest.php;24;1608;ExcessiveClassLength;Code Size Rules;PhpMyAdmin-test;DisplayResultsTest;;3;The class DisplayResultsTest has 1585 lines of code. Current threshold is 1000. Avoid really long classes.;The class DisplayResultsTest has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.7.0;2016-03-22;2017-03-29;372;1
93;phpmyadmin;13392;154;163;test\classes\TableTest.php;27;1085;ExcessiveClassLength;Code Size Rules;PhpMyAdmin-test;TableTest;;3;The class TableTest has 1059 lines of code. Current threshold is 1000. Avoid really long classes.;The class TableTest has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.7.0;2016-03-22;2017-03-29;372;1
94;phpmyadmin;13590;154;163;test\classes\plugin\auth\AuthenticationCookieTest.php;26;1092;ExcessiveClassLength;Code Size Rules;PhpMyAdmin-test;AuthenticationCookieTest;;3;The class AuthenticationCookieTest has 1067 lines of code. Current threshold is 1000. Avoid really long classes.;The class AuthenticationCookieTest has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.7.0;2016-03-22;2017-03-29;372;1
95;phpmyadmin;13621;154;163;test\classes\plugin\export\ExportOdtTest.php;25;1096;ExcessiveClassLength;Code Size Rules;PhpMyAdmin-test;ExportOdtTest;;3;The class ExportOdtTest has 1072 lines of code. Current threshold is 1000. Avoid really long classes.;The class ExportOdtTest has  lines of code. Current threshold is . Avoid really long classes.;4.6.0;4.7.0;2016-03-22;2017-03-29;372;1
96;phpmyadmin;14325;172;0;libraries\classes\CentralColumns.php;23;1448;ExcessiveClassLength;Code Size Rules;PhpMyAdmin;CentralColumns;;3;The class CentralColumns has 1426 lines of code. Current threshold is 1000. Avoid really long classes.;The class CentralColumns has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
97;phpmyadmin;14392;172;0;libraries\classes\Config.php;30;1796;ExcessiveClassLength;Code Size Rules;PhpMyAdmin;Config;;3;The class Config has 1767 lines of code. Current threshold is 1000. Avoid really long classes.;The class Config has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
98;phpmyadmin;14456;172;0;libraries\classes\Config\Descriptions.php;18;1492;ExcessiveClassLength;Code Size Rules;PhpMyAdmin\Config;Descriptions;;3;The class Descriptions has 1475 lines of code. Current threshold is 1000. Avoid really long classes.;The class Descriptions has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
99;phpmyadmin;14602;172;0;libraries\classes\Controllers\Database\DatabaseStructureController.php;31;1133;ExcessiveClassLength;Code Size Rules;PhpMyAdmin\Controllers\Database;DatabaseStructureController;;3;The class DatabaseStructureController has 1103 lines of code. Current threshold is 1000. Avoid really long classes.;The class DatabaseStructureController has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
100;phpmyadmin;14675;172;0;libraries\classes\Controllers\Server\ServerVariablesController.php;25;2837;ExcessiveClassLength;Code Size Rules;PhpMyAdmin\Controllers\Server;ServerVariablesController;;3;The class ServerVariablesController has 2813 lines of code. Current threshold is 1000. Avoid really long classes.;The class ServerVariablesController has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
101;phpmyadmin;14735;172;0;libraries\classes\Controllers\Table\TableSearchController.php;22;1164;ExcessiveClassLength;Code Size Rules;PhpMyAdmin\Controllers\Table;TableSearchController;;3;The class TableSearchController has 1143 lines of code. Current threshold is 1000. Avoid really long classes.;The class TableSearchController has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
102;phpmyadmin;14767;172;0;libraries\classes\Controllers\Table\TableStructureController.php;36;1527;ExcessiveClassLength;Code Size Rules;PhpMyAdmin\Controllers\Table;TableStructureController;;3;The class TableStructureController has 1492 lines of code. Current threshold is 1000. Avoid really long classes.;The class TableStructureController has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
103;phpmyadmin;14839;172;0;libraries\classes\Core.php;25;1287;ExcessiveClassLength;Code Size Rules;PhpMyAdmin;Core;;3;The class Core has 1263 lines of code. Current threshold is 1000. Avoid really long classes.;The class Core has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
104;phpmyadmin;14900;172;0;libraries\classes\DatabaseInterface.php;33;3055;ExcessiveClassLength;Code Size Rules;PhpMyAdmin;DatabaseInterface;;3;The class DatabaseInterface has 3023 lines of code. Current threshold is 1000. Avoid really long classes.;The class DatabaseInterface has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
105;phpmyadmin;15030;172;0;libraries\classes\Database\Qbe.php;23;1960;ExcessiveClassLength;Code Size Rules;PhpMyAdmin\Database;Qbe;;3;The class Qbe has 1938 lines of code. Current threshold is 1000. Avoid really long classes.;The class Qbe has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
106;phpmyadmin;15140;172;0;libraries\classes\Display\Results.php;33;5651;ExcessiveClassLength;Code Size Rules;PhpMyAdmin\Display;Results;;3;The class Results has 5619 lines of code. Current threshold is 1000. Avoid really long classes.;The class Results has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
107;phpmyadmin;15335;172;0;libraries\classes\Export.php;26;1107;ExcessiveClassLength;Code Size Rules;PhpMyAdmin;Export;;3;The class Export has 1082 lines of code. Current threshold is 1000. Avoid really long classes.;The class Export has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
108;phpmyadmin;15525;172;0;libraries\classes\Import.php;34;1692;ExcessiveClassLength;Code Size Rules;PhpMyAdmin;Import;;3;The class Import has 1659 lines of code. Current threshold is 1000. Avoid really long classes.;The class Import has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
109;phpmyadmin;15616;172;0;libraries\classes\InsertEdit.php;27;3470;ExcessiveClassLength;Code Size Rules;PhpMyAdmin;InsertEdit;;3;The class InsertEdit has 3444 lines of code. Current threshold is 1000. Avoid really long classes.;The class InsertEdit has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
110;phpmyadmin;15851;172;0;libraries\classes\Navigation\NavigationTree.php;27;1558;ExcessiveClassLength;Code Size Rules;PhpMyAdmin\Navigation;NavigationTree;;3;The class NavigationTree has 1532 lines of code. Current threshold is 1000. Avoid really long classes.;The class NavigationTree has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
111;phpmyadmin;15990;172;0;libraries\classes\Normalization.php;23;1071;ExcessiveClassLength;Code Size Rules;PhpMyAdmin;Normalization;;3;The class Normalization has 1049 lines of code. Current threshold is 1000. Avoid really long classes.;The class Normalization has  lines of code. Current threshold is . Avoid really long classes.;4.8.0;;2018-04-07;2019-09-21;532;0
